2025-09-22 20:30:25.502907 INFO::Writing function arguments to log file
2025-09-22 20:30:25.504356 DEBUG::Function arguments
2025-09-22 20:30:25.505092 DEBUG::Output folder: maaslin2_outputE975
2025-09-22 20:30:25.505675 DEBUG::Min Abundance: 0.000000
2025-09-22 20:30:25.506173 DEBUG::Min Prevalence: 0.000000
2025-09-22 20:30:25.506618 DEBUG::Normalization: NONE
2025-09-22 20:30:25.507058 DEBUG::Transform: LOG
2025-09-22 20:30:25.507535 DEBUG::Analysis method: LM
2025-09-22 20:30:25.508062 DEBUG::Max significance: 0.250000
2025-09-22 20:30:25.508598 DEBUG::Random effects: pt_identifier
2025-09-22 20:30:25.509145 DEBUG::Fixed effects: group,week
2025-09-22 20:30:25.509723 DEBUG::Correction method: BH
2025-09-22 20:30:25.511735 DEBUG::Standardize: FALSE
2025-09-22 20:30:25.512818 DEBUG::Cores: 1
2025-09-22 20:30:25.51349 INFO::Verifying options selected are valid
2025-09-22 20:30:25.514729 INFO::Determining format of input files
2025-09-22 20:30:25.515831 INFO::Input format is data samples as columns and metadata samples as rows
2025-09-22 20:30:25.51837 DEBUG::Transformed data so samples are rows
2025-09-22 20:30:25.520623 DEBUG::A total of 48 samples were found in both the data and metadata
2025-09-22 20:30:25.521262 DEBUG::Reordering data/metadata to use same sample ordering
2025-09-22 20:30:39.025133 INFO::Fitting model to feature number 313, GGB4591
2025-09-22 20:30:39.0736 INFO::Fitting model to feature number 314, GGB4593
2025-09-22 20:30:39.118931 INFO::Fitting model to feature number 315, GGB4597
2025-09-22 20:30:39.156262 INFO::Fitting model to feature number 316, GGB4603
2025-09-22 20:30:39.201567 INFO::Fitting model to feature number 317, GGB4604
2025-09-22 20:30:39.243665 INFO::Fitting model to feature number 318, GGB4605
2025-09-22 20:30:39.288158 INFO::Fitting model to feature number 319, GGB4632
2025-09-22 20:30:39.337889 INFO::Fitting model to feature number 320, GGB4642
2025-09-22 20:30:39.37423 INFO::Fitting model to feature number 321, GGB4644
2025-09-22 20:30:39.420525 INFO::Fitting model to feature number 322, GGB4652
2025-09-22 20:30:39.468797 INFO::Fitting model to feature number 323, GGB4657
2025-09-22 20:30:39.516443 INFO::Fitting model to feature number 324, GGB4659
2025-09-22 20:30:39.558372 INFO::Fitting model to feature number 325, GGB4664
2025-09-22 20:30:39.597898 INFO::Fitting model to feature number 326, GGB4674
2025-09-22 20:30:39.637082 INFO::Fitting model to feature number 327, GGB4676
2025-09-22 20:30:39.686055 INFO::Fitting model to feature number 328, GGB4681
2025-09-22 20:30:39.722475 INFO::Fitting model to feature number 329, GGB4683
2025-09-22 20:30:39.762827 INFO::Fitting model to feature number 330, GGB4684
2025-09-22 20:30:39.817376 INFO::Fitting model to feature number 331, GGB4689
2025-09-22 20:30:39.868739 INFO::Fitting model to feature number 332, GGB4699
2025-09-22 20:30:39.907294 INFO::Fitting model to feature number 333, GGB4700
2025-09-22 20:30:39.949169 INFO::Fitting model to feature number 334, GGB4713
2025-09-22 20:30:39.99009 INFO::Fitting model to feature number 335, GGB47148
2025-09-22 20:30:40.030645 INFO::Fitting model to feature number 336, GGB4739
2025-09-22 20:30:40.080643 INFO::Fitting model to feature number 337, GGB4745
2025-09-22 20:30:40.11548 INFO::Fitting model to feature number 338, GGB4754
2025-09-22 20:30:40.157791 INFO::Fitting model to feature number 339, GGB47687
2025-09-22 20:30:40.199047 INFO::Fitting model to feature number 340, GGB4769
2025-09-22 20:30:40.256536 INFO::Fitting model to feature number 341, GGB4774
2025-09-22 20:30:40.300766 INFO::Fitting model to feature number 342, GGB48169
2025-09-22 20:30:40.34049 INFO::Fitting model to feature number 343, GGB49418
2025-09-22 20:30:40.384336 INFO::Fitting model to feature number 344, GGB4964
2025-09-22 20:30:40.437146 INFO::Fitting model to feature number 345, GGB51139
2025-09-22 20:30:40.473749 INFO::Fitting model to feature number 346, GGB51441
2025-09-22 20:30:40.516631 INFO::Fitting model to feature number 347, GGB51647
2025-09-22 20:30:40.554371 INFO::Fitting model to feature number 348, GGB51884
2025-09-22 20:30:40.59555 INFO::Fitting model to feature number 349, GGB51959
2025-09-22 20:30:40.651049 INFO::Fitting model to feature number 350, GGB52106
2025-09-22 20:30:40.696293 INFO::Fitting model to feature number 351, GGB52130
2025-09-22 20:30:40.736534 INFO::Fitting model to feature number 352, GGB52283
2025-09-22 20:30:40.784806 INFO::Fitting model to feature number 353, GGB52930
2025-09-22 20:30:40.823913 INFO::Fitting model to feature number 354, GGB53380
2025-09-22 20:30:40.866519 INFO::Fitting model to feature number 355, GGB58067
2025-09-22 20:30:40.903503 INFO::Fitting model to feature number 356, GGB58071
2025-09-22 20:30:40.944328 INFO::Fitting model to feature number 357, GGB58158
2025-09-22 20:30:40.983727 INFO::Fitting model to feature number 358, GGB58233
2025-09-22 20:30:41.03933 INFO::Fitting model to feature number 359, GGB58485
2025-09-22 20:30:41.086124 INFO::Fitting model to feature number 360, GGB5979
2025-09-22 20:30:41.122708 INFO::Fitting model to feature number 361, GGB5980
2025-09-22 20:30:41.176526 INFO::Fitting model to feature number 362, GGB5997
2025-09-22 20:30:41.216312 INFO::Fitting model to feature number 363, GGB5998
2025-09-22 20:30:41.255686 INFO::Fitting model to feature number 364, GGB6002
2025-09-22 20:30:41.296459 INFO::Fitting model to feature number 365, GGB6006
2025-09-22 20:30:41.33631 INFO::Fitting model to feature number 366, GGB6012
2025-09-22 20:30:41.374207 INFO::Fitting model to feature number 367, GGB6020
2025-09-22 20:30:41.431368 INFO::Fitting model to feature number 368, GGB6123
2025-09-22 20:30:41.473025 INFO::Fitting model to feature number 369, GGB6126
2025-09-22 20:30:41.521312 INFO::Fitting model to feature number 370, GGB6132
2025-09-22 20:30:41.55786 INFO::Fitting model to feature number 371, GGB6133
2025-09-22 20:30:41.598717 INFO::Fitting model to feature number 372, GGB6518
2025-09-22 20:30:41.634274 INFO::Fitting model to feature number 373, GGB6519
2025-09-22 20:30:41.674191 INFO::Fitting model to feature number 374, GGB6522
2025-09-22 20:30:41.711319 INFO::Fitting model to feature number 375, GGB6544
2025-09-22 20:30:41.765681 INFO::Fitting model to feature number 376, GGB6565
2025-09-22 20:30:41.805867 INFO::Fitting model to feature number 377, GGB6566
2025-09-22 20:30:41.844907 INFO::Fitting model to feature number 378, GGB6580
2025-09-22 20:30:41.894532 INFO::Fitting model to feature number 379, GGB6584
2025-09-22 20:30:41.932005 INFO::Fitting model to feature number 380, GGB6600
2025-09-22 20:30:41.970825 INFO::Fitting model to feature number 381, GGB6601
2025-09-22 20:30:42.008403 INFO::Fitting model to feature number 382, GGB6606
2025-09-22 20:30:42.050983 INFO::Fitting model to feature number 383, GGB6608
2025-09-22 20:30:42.101623 INFO::Fitting model to feature number 384, GGB6609
2025-09-22 20:30:42.143906 INFO::Fitting model to feature number 385, GGB6610
2025-09-22 20:30:42.181812 INFO::Fitting model to feature number 386, GGB6612
2025-09-22 20:30:42.227655 INFO::Fitting model to feature number 387, GGB6613
2025-09-22 20:30:42.266505 INFO::Fitting model to feature number 388, GGB6648
2025-09-22 20:30:42.302517 INFO::Fitting model to feature number 389, GGB6649
2025-09-22 20:30:42.341963 INFO::Fitting model to feature number 390, GGB71575
2025-09-22 20:30:42.383482 INFO::Fitting model to feature number 391, GGB71580
2025-09-22 20:30:42.42184 INFO::Fitting model to feature number 392, GGB73496
2025-09-22 20:30:42.473738 INFO::Fitting model to feature number 393, GGB74463
2025-09-22 20:30:42.51513 INFO::Fitting model to feature number 394, GGB74505
2025-09-22 20:30:42.551905 INFO::Fitting model to feature number 395, GGB74511
2025-09-22 20:30:42.600952 INFO::Fitting model to feature number 396, GGB74665
2025-09-22 20:30:42.63816 INFO::Fitting model to feature number 397, GGB74703
2025-09-22 20:30:42.674285 INFO::Fitting model to feature number 398, GGB781
2025-09-22 20:30:42.714016 INFO::Fitting model to feature number 399, GGB79087
2025-09-22 20:30:42.749442 INFO::Fitting model to feature number 400, GGB79097
2025-09-22 20:30:42.787507 INFO::Fitting model to feature number 401, GGB79104
2025-09-22 20:30:42.841515 INFO::Fitting model to feature number 402, GGB87445
2025-09-22 20:30:42.881737 INFO::Fitting model to feature number 403, GGB8965
2025-09-22 20:30:42.931786 INFO::Fitting model to feature number 404, GGB9045
2025-09-22 20:30:42.968603 INFO::Fitting model to feature number 405, GGB9047
2025-09-22 20:30:43.004823 INFO::Fitting model to feature number 406, GGB9051
2025-09-22 20:30:43.043727 INFO::Fitting model to feature number 407, GGB9054
2025-09-22 20:30:43.082641 INFO::Fitting model to feature number 408, GGB9059
2025-09-22 20:30:43.11951 INFO::Fitting model to feature number 409, GGB9061
2025-09-22 20:30:43.171627 INFO::Fitting model to feature number 410, GGB9062
2025-09-22 20:30:43.209251 INFO::Fitting model to feature number 411, GGB9063
2025-09-22 20:30:43.250978 INFO::Fitting model to feature number 412, GGB9064
2025-09-22 20:30:43.302235 INFO::Fitting model to feature number 413, GGB9065
2025-09-22 20:30:43.355443 INFO::Fitting model to feature number 414, GGB9067
2025-09-22 20:30:43.400109 INFO::Fitting model to feature number 415, GGB9071
2025-09-22 20:30:43.436814 INFO::Fitting model to feature number 416, GGB9072
2025-09-22 20:30:43.473998 INFO::Fitting model to feature number 417, GGB9073
2025-09-22 20:30:43.512615 INFO::Fitting model to feature number 418, GGB9081
2025-09-22 20:30:43.551934 INFO::Fitting model to feature number 419, GGB9082
2025-09-22 20:30:43.588954 INFO::Fitting model to feature number 420, GGB9083
2025-09-22 20:30:43.636528 INFO::Fitting model to feature number 421, GGB9089
2025-09-22 20:30:43.673439 INFO::Fitting model to feature number 422, GGB9091
2025-09-22 20:30:43.73309 INFO::Fitting model to feature number 423, GGB9094
2025-09-22 20:30:43.770448 INFO::Fitting model to feature number 424, GGB9101
2025-09-22 20:30:43.813231 INFO::Fitting model to feature number 425, GGB9102
2025-09-22 20:30:43.850962 INFO::Fitting model to feature number 426, GGB9104
2025-09-22 20:30:43.889356 INFO::Fitting model to feature number 427, GGB9109
2025-09-22 20:30:43.930016 INFO::Fitting model to feature number 428, GGB9110
2025-09-22 20:30:43.966181 INFO::Fitting model to feature number 429, GGB9112
2025-09-22 20:30:44.015275 INFO::Fitting model to feature number 430, GGB9115
2025-09-22 20:30:44.050765 INFO::Fitting model to feature number 431, GGB9117
2025-09-22 20:30:44.086441 INFO::Fitting model to feature number 432, GGB9161
2025-09-22 20:30:44.138772 INFO::Fitting model to feature number 433, GGB9172
2025-09-22 20:30:44.177191 INFO::Fitting model to feature number 434, GGB9176
2025-09-22 20:30:44.217785 INFO::Fitting model to feature number 435, GGB9184
2025-09-22 20:30:44.258528 INFO::Fitting model to feature number 436, GGB9185
2025-09-22 20:30:44.302136 INFO::Fitting model to feature number 437, GGB9186
2025-09-22 20:30:44.350435 INFO::Fitting model to feature number 438, GGB9189
2025-09-22 20:30:44.388082 INFO::Fitting model to feature number 439, GGB9198
2025-09-22 20:30:44.429661 INFO::Fitting model to feature number 440, GGB9199
2025-09-22 20:30:44.479993 INFO::Fitting model to feature number 441, GGB9200
2025-09-22 20:30:44.520563 INFO::Fitting model to feature number 442, GGB9209
2025-09-22 20:30:44.558621 INFO::Fitting model to feature number 443, GGB9211
2025-09-22 20:30:44.600226 INFO::Fitting model to feature number 444, GGB9224
2025-09-22 20:30:44.638739 INFO::Fitting model to feature number 445, GGB9225
2025-09-22 20:30:44.675845 INFO::Fitting model to feature number 446, GGB9237
2025-09-22 20:30:44.725278 INFO::Fitting model to feature number 447, GGB9238
2025-09-22 20:30:44.764575 INFO::Fitting model to feature number 448, GGB9239
2025-09-22 20:30:44.814607 INFO::Fitting model to feature number 449, GGB9240
2025-09-22 20:30:44.857262 INFO::Fitting model to feature number 450, GGB9243
2025-09-22 20:30:44.899375 INFO::Fitting model to feature number 451, GGB9249
2025-09-22 20:30:44.935404 INFO::Fitting model to feature number 452, GGB9253
2025-09-22 20:30:44.97541 INFO::Fitting model to feature number 453, GGB9258
2025-09-22 20:30:45.013476 INFO::Fitting model to feature number 454, GGB9261
2025-09-22 20:30:45.061878 INFO::Fitting model to feature number 455, GGB9263
2025-09-22 20:30:45.098943 INFO::Fitting model to feature number 456, GGB9266
2025-09-22 20:30:45.135877 INFO::Fitting model to feature number 457, GGB9267
2025-09-22 20:30:45.191548 INFO::Fitting model to feature number 458, GGB9271
2025-09-22 20:30:45.2314 INFO::Fitting model to feature number 459, GGB9279
2025-09-22 20:30:45.269281 INFO::Fitting model to feature number 460, GGB9287
2025-09-22 20:30:45.307393 INFO::Fitting model to feature number 461, GGB9288
2025-09-22 20:30:45.353366 INFO::Fitting model to feature number 462, GGB9291
2025-09-22 20:30:45.407601 INFO::Fitting model to feature number 463, GGB9293
2025-09-22 20:30:45.448091 INFO::Fitting model to feature number 464, GGB9296
2025-09-22 20:30:45.487907 INFO::Fitting model to feature number 465, GGB9297
2025-09-22 20:30:45.525197 INFO::Fitting model to feature number 466, GGB9299
2025-09-22 20:30:45.565832 INFO::Fitting model to feature number 467, GGB9301
2025-09-22 20:30:45.61839 INFO::Fitting model to feature number 468, GGB9302
2025-09-22 20:30:45.659083 INFO::Fitting model to feature number 469, GGB9303
2025-09-22 20:30:45.698725 INFO::Fitting model to feature number 470, GGB9309
2025-09-22 20:30:45.735373 INFO::Fitting model to feature number 471, GGB9333
2025-09-22 20:30:45.787291 INFO::Fitting model to feature number 472, GGB9342
2025-09-22 20:30:45.823087 INFO::Fitting model to feature number 473, GGB9343
2025-09-22 20:30:45.868029 INFO::Fitting model to feature number 474, GGB9345
2025-09-22 20:30:45.939501 INFO::Fitting model to feature number 475, GGB9347
2025-09-22 20:30:45.986877 INFO::Fitting model to feature number 476, GGB9348
2025-09-22 20:30:46.033839 INFO::Fitting model to feature number 477, GGB9350
2025-09-22 20:30:46.072028 INFO::Fitting model to feature number 478, GGB9359
2025-09-22 20:30:46.109732 INFO::Fitting model to feature number 479, GGB9361
2025-09-22 20:30:46.158639 INFO::Fitting model to feature number 480, GGB9365
2025-09-22 20:30:46.200139 INFO::Fitting model to feature number 481, GGB9370
2025-09-22 20:30:46.237861 INFO::Fitting model to feature number 482, GGB9380
2025-09-22 20:30:46.279599 INFO::Fitting model to feature number 483, GGB9411
2025-09-22 20:30:46.318104 INFO::Fitting model to feature number 484, GGB9412
2025-09-22 20:30:46.367 INFO::Fitting model to feature number 485, GGB9444
2025-09-22 20:30:46.408534 INFO::Fitting model to feature number 486, GGB9445
2025-09-22 20:30:46.451192 INFO::Fitting model to feature number 487, GGB9453
2025-09-22 20:30:46.486697 INFO::Fitting model to feature number 488, GGB9454
2025-09-22 20:30:46.540948 INFO::Fitting model to feature number 489, GGB9464
2025-09-22 20:30:46.615869 INFO::Fitting model to feature number 490, GGB9469
2025-09-22 20:30:46.663416 INFO::Fitting model to feature number 491, GGB9474
2025-09-22 20:30:46.703124 INFO::Fitting model to feature number 492, GGB9480
2025-09-22 20:30:46.7469 INFO::Fitting model to feature number 493, GGB9491
2025-09-22 20:30:46.799999 INFO::Fitting model to feature number 494, GGB9495
2025-09-22 20:30:46.841039 INFO::Fitting model to feature number 495, GGB9499
2025-09-22 20:30:46.881273 INFO::Fitting model to feature number 496, GGB9501
2025-09-22 20:30:46.93367 INFO::Fitting model to feature number 497, GGB9502
2025-09-22 20:30:46.970981 INFO::Fitting model to feature number 498, GGB9509
2025-09-22 20:30:47.017329 INFO::Fitting model to feature number 499, GGB9512
2025-09-22 20:30:47.055158 INFO::Fitting model to feature number 500, GGB9513
2025-09-22 20:30:47.096149 INFO::Fitting model to feature number 501, GGB9522
2025-09-22 20:30:47.152706 INFO::Fitting model to feature number 502, GGB9524
2025-09-22 20:30:47.189441 INFO::Fitting model to feature number 503, GGB9525
2025-09-22 20:30:47.231355 INFO::Fitting model to feature number 504, GGB9529
2025-09-22 20:30:47.269973 INFO::Fitting model to feature number 505, GGB9531
2025-09-22 20:30:47.322179 INFO::Fitting model to feature number 506, GGB9532
2025-09-22 20:30:47.359951 INFO::Fitting model to feature number 507, GGB9533
2025-09-22 20:30:47.415095 INFO::Fitting model to feature number 508, GGB9534
2025-09-22 20:30:47.458649 INFO::Fitting model to feature number 509, GGB9536
2025-09-22 20:30:47.501847 INFO::Fitting model to feature number 510, GGB9537
2025-09-22 20:30:47.540733 INFO::Fitting model to feature number 511, GGB9540
2025-09-22 20:30:47.581596 INFO::Fitting model to feature number 512, GGB9543
2025-09-22 20:30:47.618093 INFO::Fitting model to feature number 513, GGB9545
2025-09-22 20:30:47.669256 INFO::Fitting model to feature number 514, GGB9547
2025-09-22 20:30:47.709231 INFO::Fitting model to feature number 515, GGB9551
2025-09-22 20:30:47.748403 INFO::Fitting model to feature number 516, GGB9559
2025-09-22 20:30:47.798317 INFO::Fitting model to feature number 517, GGB9561
2025-09-22 20:30:47.847358 INFO::Fitting model to feature number 518, GGB9563
2025-09-22 20:30:47.884273 INFO::Fitting model to feature number 519, GGB9574
2025-09-22 20:30:47.922304 INFO::Fitting model to feature number 520, GGB9580
2025-09-22 20:30:47.966487 INFO::Fitting model to feature number 521, GGB9582
2025-09-22 20:30:48.002358 INFO::Fitting model to feature number 522, GGB9583
2025-09-22 20:30:48.058899 INFO::Fitting model to feature number 523, GGB9589
2025-09-22 20:30:48.102068 INFO::Fitting model to feature number 524, GGB9590
2025-09-22 20:30:48.139309 INFO::Fitting model to feature number 525, GGB9593
2025-09-22 20:30:48.201226 INFO::Fitting model to feature number 526, GGB9595
2025-09-22 20:30:48.240741 INFO::Fitting model to feature number 527, GGB9597
2025-09-22 20:30:48.28236 INFO::Fitting model to feature number 528, GGB9602
2025-09-22 20:30:48.320211 INFO::Fitting model to feature number 529, GGB9608
2025-09-22 20:30:48.358874 INFO::Fitting model to feature number 530, GGB9611
2025-09-22 20:30:48.410556 INFO::Fitting model to feature number 531, GGB9613
2025-09-22 20:30:48.450801 INFO::Fitting model to feature number 532, GGB9614
2025-09-22 20:30:48.490026 INFO::Fitting model to feature number 533, GGB9616
2025-09-22 20:30:48.536739 INFO::Fitting model to feature number 534, GGB9618
2025-09-22 20:30:48.588363 INFO::Fitting model to feature number 535, GGB9619
2025-09-22 20:30:48.632543 INFO::Fitting model to feature number 536, GGB9620
2025-09-22 20:30:48.670291 INFO::Fitting model to feature number 537, GGB9621
2025-09-22 20:30:48.707337 INFO::Fitting model to feature number 538, GGB9623
2025-09-22 20:30:48.746934 INFO::Fitting model to feature number 539, GGB9627
2025-09-22 20:30:48.799644 INFO::Fitting model to feature number 540, GGB9630
2025-09-22 20:30:48.836459 INFO::Fitting model to feature number 541, GGB9634
2025-09-22 20:30:48.893139 INFO::Fitting model to feature number 542, GGB9635
2025-09-22 20:30:48.934479 INFO::Fitting model to feature number 543, GGB9636
2025-09-22 20:30:48.973578 INFO::Fitting model to feature number 544, GGB9637
2025-09-22 20:30:49.016896 INFO::Fitting model to feature number 545, GGB9640
2025-09-22 20:30:49.054554 INFO::Fitting model to feature number 546, GGB9641
2025-09-22 20:30:49.098139 INFO::Fitting model to feature number 547, GGB9642
2025-09-22 20:30:49.150744 INFO::Fitting model to feature number 548, GGB9646
2025-09-22 20:30:49.188275 INFO::Fitting model to feature number 549, GGB9667
2025-09-22 20:30:49.225515 INFO::Fitting model to feature number 550, GGB9677
2025-09-22 20:30:49.285572 INFO::Fitting model to feature number 551, GGB9690
2025-09-22 20:30:49.323841 INFO::Fitting model to feature number 552, GGB9691
2025-09-22 20:30:49.363949 INFO::Fitting model to feature number 553, GGB9694
2025-09-22 20:30:49.400466 INFO::Fitting model to feature number 554, GGB9695
2025-09-22 20:30:49.438882 INFO::Fitting model to feature number 555, GGB9696
2025-09-22 20:30:49.478088 INFO::Fitting model to feature number 556, GGB9697
2025-09-22 20:30:49.532815 INFO::Fitting model to feature number 557, GGB9699
2025-09-22 20:30:49.569984 INFO::Fitting model to feature number 558, GGB9702
2025-09-22 20:30:49.613206 INFO::Fitting model to feature number 559, GGB9707
2025-09-22 20:30:49.652482 INFO::Fitting model to feature number 560, GGB9708
2025-09-22 20:30:49.707266 INFO::Fitting model to feature number 561, GGB9710
2025-09-22 20:30:49.751574 INFO::Fitting model to feature number 562, GGB9711
2025-09-22 20:30:49.789361 INFO::Fitting model to feature number 563, GGB9712
2025-09-22 20:30:49.829077 INFO::Fitting model to feature number 564, GGB9715
2025-09-22 20:30:49.876124 INFO::Fitting model to feature number 565, GGB9719
2025-09-22 20:30:49.918783 INFO::Fitting model to feature number 566, GGB9724
2025-09-22 20:30:49.956984 INFO::Fitting model to feature number 567, GGB9730
2025-09-22 20:30:50.000478 INFO::Fitting model to feature number 568, GGB9737
2025-09-22 20:30:50.037552 INFO::Fitting model to feature number 569, GGB9739
2025-09-22 20:30:50.090026 INFO::Fitting model to feature number 570, GGB9747
2025-09-22 20:30:50.136755 INFO::Fitting model to feature number 571, GGB9758
2025-09-22 20:30:50.180652 INFO::Fitting model to feature number 572, GGB9759
2025-09-22 20:30:50.233441 INFO::Fitting model to feature number 573, GGB9760
2025-09-22 20:30:50.271524 INFO::Fitting model to feature number 574, GGB9762
2025-09-22 20:30:50.312495 INFO::Fitting model to feature number 575, GGB9764
2025-09-22 20:30:50.351812 INFO::Fitting model to feature number 576, GGB9765
2025-09-22 20:30:50.391729 INFO::Fitting model to feature number 577, GGB9766
2025-09-22 20:30:50.435552 INFO::Fitting model to feature number 578, GGB9767
2025-09-22 20:30:50.498359 INFO::Fitting model to feature number 579, GGB9769
2025-09-22 20:30:50.540061 INFO::Fitting model to feature number 580, GGB9770
2025-09-22 20:30:50.584936 INFO::Fitting model to feature number 581, GGB9774
2025-09-22 20:30:50.6359 INFO::Fitting model to feature number 582, GGB9775
2025-09-22 20:30:50.673631 INFO::Fitting model to feature number 583, GGB9778
2025-09-22 20:30:50.720552 INFO::Fitting model to feature number 584, GGB9780
2025-09-22 20:30:50.763963 INFO::Fitting model to feature number 585, GGB9781
2025-09-22 20:30:50.803489 INFO::Fitting model to feature number 586, GGB9782
2025-09-22 20:30:50.84778 INFO::Fitting model to feature number 587, GGB9783
2025-09-22 20:30:50.903726 INFO::Fitting model to feature number 588, GGB9784
2025-09-22 20:30:50.948992 INFO::Fitting model to feature number 589, GGB9785
2025-09-22 20:30:51.001597 INFO::Fitting model to feature number 590, GGB9786
2025-09-22 20:30:51.041126 INFO::Fitting model to feature number 591, GGB9787
2025-09-22 20:30:51.082396 INFO::Fitting model to feature number 592, GGB9788
2025-09-22 20:30:51.123309 INFO::Fitting model to feature number 593, GGB9790
2025-09-22 20:30:51.166366 INFO::Fitting model to feature number 594, GGB9813
2025-09-22 20:30:51.20392 INFO::Fitting model to feature number 595, GGB9818
2025-09-22 20:30:51.256838 INFO::Fitting model to feature number 596, GGB9819
2025-09-22 20:30:51.303385 INFO::Fitting model to feature number 597, Gallalistipes
2025-09-22 20:30:51.346837 INFO::Fitting model to feature number 598, Gehongia
2025-09-22 20:30:51.400913 INFO::Fitting model to feature number 599, Gemella
2025-09-22 20:30:51.441374 INFO::Fitting model to feature number 600, Gemmiger
2025-09-22 20:30:51.485031 INFO::Fitting model to feature number 601, Gordonibacter
2025-09-22 20:30:51.523034 INFO::Fitting model to feature number 602, Granulicatella
2025-09-22 20:30:51.562934 INFO::Fitting model to feature number 603, Guopingia
2025-09-22 20:30:51.614466 INFO::Fitting model to feature number 604, Haemophilus
2025-09-22 20:30:51.657025 INFO::Fitting model to feature number 605, Hafnia
2025-09-22 20:30:51.697388 INFO::Fitting model to feature number 606, Holdemanella
2025-09-22 20:30:51.744279 INFO::Fitting model to feature number 607, Holdemania
2025-09-22 20:30:51.782425 INFO::Fitting model to feature number 608, Hungatella
2025-09-22 20:30:51.82109 INFO::Fitting model to feature number 609, Hydrogeniiclostridium
2025-09-22 20:30:51.855379 INFO::Fitting model to feature number 610, Hydrogenoanaerobacterium
2025-09-22 20:30:51.894328 INFO::Fitting model to feature number 611, Intestinibacillus
2025-09-22 20:30:51.933524 INFO::Fitting model to feature number 612, Intestinibacter
2025-09-22 20:30:51.984844 INFO::Fitting model to feature number 613, Intestinimonas
2025-09-22 20:30:52.023222 INFO::Fitting model to feature number 614, Jingyaoa
2025-09-22 20:30:52.060322 INFO::Fitting model to feature number 615, Jutongia
2025-09-22 20:30:52.112276 INFO::Fitting model to feature number 616, Kineothrix
2025-09-22 20:30:52.150279 INFO::Fitting model to feature number 617, Klebsiella
2025-09-22 20:30:52.187897 INFO::Fitting model to feature number 618, Lachnoclostridium
2025-09-22 20:30:52.241816 INFO::Fitting model to feature number 619, Lachnospira
2025-09-22 20:30:52.288013 INFO::Fitting model to feature number 620, Lachnospiraceae_unclassified
2025-09-22 20:30:52.323632 INFO::Fitting model to feature number 621, Lachnotalea
2025-09-22 20:30:52.364144 INFO::Fitting model to feature number 622, Lacrimispora
2025-09-22 20:30:52.400476 INFO::Fitting model to feature number 623, Lacticaseibacillus
2025-09-22 20:30:52.451967 INFO::Fitting model to feature number 624, Lactiplantibacillus
2025-09-22 20:30:52.489041 INFO::Fitting model to feature number 625, Lactobacillus
2025-09-22 20:30:52.525428 INFO::Fitting model to feature number 626, Lactococcus
2025-09-22 20:30:52.56947 INFO::Fitting model to feature number 627, Lactonifactor
2025-09-22 20:30:52.621027 INFO::Fitting model to feature number 628, Lagierella
2025-09-22 20:30:52.661282 INFO::Fitting model to feature number 629, Lancefieldella
2025-09-22 20:30:52.69981 INFO::Fitting model to feature number 630, Latilactobacillus
2025-09-22 20:30:52.737471 INFO::Fitting model to feature number 631, Lawsonella
2025-09-22 20:30:52.788261 INFO::Fitting model to feature number 632, Lawsonibacter
2025-09-22 20:30:52.82672 INFO::Fitting model to feature number 633, Leclercia
2025-09-22 20:30:52.868714 INFO::Fitting model to feature number 634, Lentihominibacter
2025-09-22 20:30:52.904483 INFO::Fitting model to feature number 635, Leuconostoc
2025-09-22 20:30:52.958402 INFO::Fitting model to feature number 636, Levyella
2025-09-22 20:30:53.002512 INFO::Fitting model to feature number 637, Ligaoa
2025-09-22 20:30:53.038564 INFO::Fitting model to feature number 638, Ligilactobacillus
2025-09-22 20:30:53.075111 INFO::Fitting model to feature number 639, Limosilactobacillus
2025-09-22 20:30:53.117476 INFO::Fitting model to feature number 640, Listeria
2025-09-22 20:30:53.168039 INFO::Fitting model to feature number 641, Longicatena
2025-09-22 20:30:53.206666 INFO::Fitting model to feature number 642, Luoshenia
2025-09-22 20:30:53.244665 INFO::Fitting model to feature number 643, Luxibacter
2025-09-22 20:30:53.284814 INFO::Fitting model to feature number 644, Mailhella
2025-09-22 20:30:53.337925 INFO::Fitting model to feature number 645, Marvinbryantia
2025-09-22 20:30:53.383498 INFO::Fitting model to feature number 646, Massilicoli
2025-09-22 20:30:53.422994 INFO::Fitting model to feature number 647, Massiliimalia
2025-09-22 20:30:53.465413 INFO::Fitting model to feature number 648, Massilimicrobiota
2025-09-22 20:30:53.533933 INFO::Fitting model to feature number 649, Massilioclostridium
2025-09-22 20:30:53.570508 INFO::Fitting model to feature number 650, Massilistercora
2025-09-22 20:30:53.606639 INFO::Fitting model to feature number 651, Mediterraneibacter
2025-09-22 20:30:53.646271 INFO::Fitting model to feature number 652, Megamonas
2025-09-22 20:30:53.683013 INFO::Fitting model to feature number 653, Megasphaera
2025-09-22 20:30:53.737708 INFO::Fitting model to feature number 654, Merdibacter
2025-09-22 20:30:53.785373 INFO::Fitting model to feature number 655, Merdimonas
2025-09-22 20:30:53.82517 INFO::Fitting model to feature number 656, Methanobrevibacter
2025-09-22 20:30:53.870911 INFO::Fitting model to feature number 657, Methanomassiliicoccus
2025-09-22 20:30:53.92572 INFO::Fitting model to feature number 658, Methanosphaera
2025-09-22 20:30:53.9669 INFO::Fitting model to feature number 659, Mobiluncus
