2025-09-22 20:28:21.937072 INFO::Writing function arguments to log file
2025-09-22 20:28:21.938759 DEBUG::Function arguments
2025-09-22 20:28:21.939952 DEBUG::Output folder: maaslin2_outputV107
2025-09-22 20:28:21.940751 DEBUG::Min Abundance: 0.000000
2025-09-22 20:28:21.941341 DEBUG::Min Prevalence: 0.000000
2025-09-22 20:28:21.94182 DEBUG::Normalization: NONE
2025-09-22 20:28:21.942259 DEBUG::Transform: LOG
2025-09-22 20:28:21.942703 DEBUG::Analysis method: LM
2025-09-22 20:28:21.94317 DEBUG::Max significance: 0.250000
2025-09-22 20:28:21.943704 DEBUG::Random effects: pt_identifier
2025-09-22 20:28:21.944149 DEBUG::Fixed effects: group,week
2025-09-22 20:28:21.944594 DEBUG::Correction method: BH
2025-09-22 20:28:21.945022 DEBUG::Standardize: FALSE
2025-09-22 20:28:21.945763 DEBUG::Cores: 1
2025-09-22 20:28:21.946758 INFO::Verifying options selected are valid
2025-09-22 20:28:21.948917 INFO::Determining format of input files
2025-09-22 20:28:21.950677 INFO::Input format is data samples as columns and metadata samples as rows
2025-09-22 20:28:21.955684 DEBUG::Transformed data so samples are rows
2025-09-22 20:28:21.95885 DEBUG::A total of 153 samples were found in both the data and metadata
2025-09-22 20:28:21.959844 DEBUG::Reordering data/metadata to use same sample ordering
2025-09-22 20:28:36.135778 INFO::Fitting model to feature number 314, GGB4664
2025-09-22 20:28:36.183067 INFO::Fitting model to feature number 315, GGB4681
2025-09-22 20:28:36.226482 INFO::Fitting model to feature number 316, GGB4683
2025-09-22 20:28:36.278625 INFO::Fitting model to feature number 317, GGB4684
2025-09-22 20:28:36.319354 INFO::Fitting model to feature number 318, GGB4689
2025-09-22 20:28:36.362112 INFO::Fitting model to feature number 319, GGB4694
2025-09-22 20:28:36.403205 INFO::Fitting model to feature number 320, GGB4697
2025-09-22 20:28:36.446575 INFO::Fitting model to feature number 321, GGB4699
2025-09-22 20:28:36.486092 INFO::Fitting model to feature number 322, GGB4700
2025-09-22 20:28:36.548544 INFO::Fitting model to feature number 323, GGB4710
2025-09-22 20:28:36.590422 INFO::Fitting model to feature number 324, GGB4713
2025-09-22 20:28:36.641709 INFO::Fitting model to feature number 325, GGB47148
2025-09-22 20:28:36.684155 INFO::Fitting model to feature number 326, GGB47150
2025-09-22 20:28:36.726194 INFO::Fitting model to feature number 327, GGB47174
2025-09-22 20:28:36.764818 INFO::Fitting model to feature number 328, GGB4722
2025-09-22 20:28:36.80547 INFO::Fitting model to feature number 329, GGB4723
2025-09-22 20:28:36.846349 INFO::Fitting model to feature number 330, GGB4739
2025-09-22 20:28:36.885234 INFO::Fitting model to feature number 331, GGB4745
2025-09-22 20:28:36.927948 INFO::Fitting model to feature number 332, GGB4750
2025-09-22 20:28:36.967735 INFO::Fitting model to feature number 333, GGB4768
2025-09-22 20:28:37.043601 INFO::Fitting model to feature number 334, GGB47687
2025-09-22 20:28:37.083192 INFO::Fitting model to feature number 335, GGB4773
2025-09-22 20:28:37.128319 INFO::Fitting model to feature number 336, GGB48165
2025-09-22 20:28:37.166434 INFO::Fitting model to feature number 337, GGB48168
2025-09-22 20:28:37.209724 INFO::Fitting model to feature number 338, GGB48169
2025-09-22 20:28:37.249706 INFO::Fitting model to feature number 339, GGB49418
2025-09-22 20:28:37.290937 INFO::Fitting model to feature number 340, GGB51441
2025-09-22 20:28:37.331963 INFO::Fitting model to feature number 341, GGB51647
2025-09-22 20:28:37.400051 INFO::Fitting model to feature number 342, GGB51658
2025-09-22 20:28:37.448137 INFO::Fitting model to feature number 343, GGB51959
2025-09-22 20:28:37.487478 INFO::Fitting model to feature number 344, GGB52106
2025-09-22 20:28:37.529405 INFO::Fitting model to feature number 345, GGB52130
2025-09-22 20:28:37.569816 INFO::Fitting model to feature number 346, GGB52930
2025-09-22 20:28:37.613409 INFO::Fitting model to feature number 347, GGB53380
2025-09-22 20:28:37.654152 INFO::Fitting model to feature number 348, GGB58071
2025-09-22 20:28:37.695593 INFO::Fitting model to feature number 349, GGB58158
2025-09-22 20:28:37.76594 INFO::Fitting model to feature number 350, GGB58233
2025-09-22 20:28:37.808959 INFO::Fitting model to feature number 351, GGB58485
2025-09-22 20:28:37.848638 INFO::Fitting model to feature number 352, GGB5998
2025-09-22 20:28:37.890541 INFO::Fitting model to feature number 353, GGB6002
2025-09-22 20:28:37.931574 INFO::Fitting model to feature number 354, GGB6006
2025-09-22 20:28:37.974981 INFO::Fitting model to feature number 355, GGB6007
2025-09-22 20:28:38.019187 INFO::Fitting model to feature number 356, GGB6020
2025-09-22 20:28:38.061079 INFO::Fitting model to feature number 357, GGB6123
2025-09-22 20:28:38.117273 INFO::Fitting model to feature number 358, GGB6126
2025-09-22 20:28:38.169934 INFO::Fitting model to feature number 359, GGB6132
2025-09-22 20:28:38.220182 INFO::Fitting model to feature number 360, GGB6518
2025-09-22 20:28:38.261857 INFO::Fitting model to feature number 361, GGB6522
2025-09-22 20:28:38.301655 INFO::Fitting model to feature number 362, GGB6565
2025-09-22 20:28:38.347747 INFO::Fitting model to feature number 363, GGB6574
2025-09-22 20:28:38.389042 INFO::Fitting model to feature number 364, GGB6580
2025-09-22 20:28:38.430378 INFO::Fitting model to feature number 365, GGB6600
2025-09-22 20:28:38.482729 INFO::Fitting model to feature number 366, GGB6601
2025-09-22 20:28:38.525784 INFO::Fitting model to feature number 367, GGB6606
2025-09-22 20:28:38.563981 INFO::Fitting model to feature number 368, GGB6608
2025-09-22 20:28:38.618032 INFO::Fitting model to feature number 369, GGB6612
2025-09-22 20:28:38.666932 INFO::Fitting model to feature number 370, GGB6613
2025-09-22 20:28:38.710095 INFO::Fitting model to feature number 371, GGB6649
2025-09-22 20:28:38.748818 INFO::Fitting model to feature number 372, GGB74505
2025-09-22 20:28:38.791568 INFO::Fitting model to feature number 373, GGB74665
2025-09-22 20:28:38.84502 INFO::Fitting model to feature number 374, GGB74703
2025-09-22 20:28:38.887006 INFO::Fitting model to feature number 375, GGB74802
2025-09-22 20:28:38.927438 INFO::Fitting model to feature number 376, GGB781
2025-09-22 20:28:38.968991 INFO::Fitting model to feature number 377, GGB79087
2025-09-22 20:28:39.02429 INFO::Fitting model to feature number 378, GGB87445
2025-09-22 20:28:39.071981 INFO::Fitting model to feature number 379, GGB8965
2025-09-22 20:28:39.110091 INFO::Fitting model to feature number 380, GGB9045
2025-09-22 20:28:39.152923 INFO::Fitting model to feature number 381, GGB9047
2025-09-22 20:28:39.208817 INFO::Fitting model to feature number 382, GGB9051
2025-09-22 20:28:39.249212 INFO::Fitting model to feature number 383, GGB9054
2025-09-22 20:28:39.295068 INFO::Fitting model to feature number 384, GGB9059
2025-09-22 20:28:39.337634 INFO::Fitting model to feature number 385, GGB9062
2025-09-22 20:28:39.382791 INFO::Fitting model to feature number 386, GGB9063
2025-09-22 20:28:39.435492 INFO::Fitting model to feature number 387, GGB9064
2025-09-22 20:28:39.47607 INFO::Fitting model to feature number 388, GGB9066
2025-09-22 20:28:39.517295 INFO::Fitting model to feature number 389, GGB9072
2025-09-22 20:28:39.571916 INFO::Fitting model to feature number 390, GGB9073
2025-09-22 20:28:39.614691 INFO::Fitting model to feature number 391, GGB9082
2025-09-22 20:28:39.658373 INFO::Fitting model to feature number 392, GGB9085
2025-09-22 20:28:39.69672 INFO::Fitting model to feature number 393, GGB9088
2025-09-22 20:28:39.751437 INFO::Fitting model to feature number 394, GGB9089
2025-09-22 20:28:39.799696 INFO::Fitting model to feature number 395, GGB9101
2025-09-22 20:28:39.842063 INFO::Fitting model to feature number 396, GGB9108
2025-09-22 20:28:39.882394 INFO::Fitting model to feature number 397, GGB9109
2025-09-22 20:28:39.93939 INFO::Fitting model to feature number 398, GGB9117
2025-09-22 20:28:39.980276 INFO::Fitting model to feature number 399, GGB9172
2025-09-22 20:28:40.021681 INFO::Fitting model to feature number 400, GGB9176
2025-09-22 20:28:40.063207 INFO::Fitting model to feature number 401, GGB9184
2025-09-22 20:28:40.104876 INFO::Fitting model to feature number 402, GGB9185
2025-09-22 20:28:40.143908 INFO::Fitting model to feature number 403, GGB9186
2025-09-22 20:28:40.20221 INFO::Fitting model to feature number 404, GGB9189
2025-09-22 20:28:40.251686 INFO::Fitting model to feature number 405, GGB9197
2025-09-22 20:28:40.302239 INFO::Fitting model to feature number 406, GGB9200
2025-09-22 20:28:40.344193 INFO::Fitting model to feature number 407, GGB9209
2025-09-22 20:28:40.385366 INFO::Fitting model to feature number 408, GGB9210
2025-09-22 20:28:40.423859 INFO::Fitting model to feature number 409, GGB9211
2025-09-22 20:28:40.463476 INFO::Fitting model to feature number 410, GGB9224
2025-09-22 20:28:40.50351 INFO::Fitting model to feature number 411, GGB9237
2025-09-22 20:28:40.544977 INFO::Fitting model to feature number 412, GGB9239
2025-09-22 20:28:40.601089 INFO::Fitting model to feature number 413, GGB9240
2025-09-22 20:28:40.660948 INFO::Fitting model to feature number 414, GGB9243
2025-09-22 20:28:40.702601 INFO::Fitting model to feature number 415, GGB9249
2025-09-22 20:28:40.741472 INFO::Fitting model to feature number 416, GGB9253
2025-09-22 20:28:40.781116 INFO::Fitting model to feature number 417, GGB9266
2025-09-22 20:28:40.823263 INFO::Fitting model to feature number 418, GGB9267
2025-09-22 20:28:40.861284 INFO::Fitting model to feature number 419, GGB9271
2025-09-22 20:28:40.903338 INFO::Fitting model to feature number 420, GGB9279
2025-09-22 20:28:40.940394 INFO::Fitting model to feature number 421, GGB9286
2025-09-22 20:28:41.004122 INFO::Fitting model to feature number 422, GGB9288
2025-09-22 20:28:41.048079 INFO::Fitting model to feature number 423, GGB9291
2025-09-22 20:28:41.091008 INFO::Fitting model to feature number 424, GGB9293
2025-09-22 20:28:41.132804 INFO::Fitting model to feature number 425, GGB9296
2025-09-22 20:28:41.17194 INFO::Fitting model to feature number 426, GGB9297
2025-09-22 20:28:41.211461 INFO::Fitting model to feature number 427, GGB9299
2025-09-22 20:28:41.255031 INFO::Fitting model to feature number 428, GGB9301
2025-09-22 20:28:41.290725 INFO::Fitting model to feature number 429, GGB9302
2025-09-22 20:28:41.34 INFO::Fitting model to feature number 430, GGB9303
2025-09-22 20:28:41.380658 INFO::Fitting model to feature number 431, GGB9333
2025-09-22 20:28:41.420874 INFO::Fitting model to feature number 432, GGB9342
2025-09-22 20:28:41.475644 INFO::Fitting model to feature number 433, GGB9343
2025-09-22 20:28:41.515187 INFO::Fitting model to feature number 434, GGB9345
2025-09-22 20:28:41.554987 INFO::Fitting model to feature number 435, GGB9347
2025-09-22 20:28:41.592975 INFO::Fitting model to feature number 436, GGB9348
2025-09-22 20:28:41.633209 INFO::Fitting model to feature number 437, GGB9350
2025-09-22 20:28:41.68217 INFO::Fitting model to feature number 438, GGB9359
2025-09-22 20:28:41.723148 INFO::Fitting model to feature number 439, GGB9361
2025-09-22 20:28:41.760772 INFO::Fitting model to feature number 440, GGB9365
2025-09-22 20:28:41.800748 INFO::Fitting model to feature number 441, GGB9370
2025-09-22 20:28:41.838534 INFO::Fitting model to feature number 442, GGB9380
2025-09-22 20:28:41.890901 INFO::Fitting model to feature number 443, GGB9411
2025-09-22 20:28:41.934526 INFO::Fitting model to feature number 444, GGB9412
2025-09-22 20:28:41.973811 INFO::Fitting model to feature number 445, GGB9434
2025-09-22 20:28:42.02312 INFO::Fitting model to feature number 446, GGB9444
2025-09-22 20:28:42.064086 INFO::Fitting model to feature number 447, GGB9453
2025-09-22 20:28:42.105733 INFO::Fitting model to feature number 448, GGB9454
2025-09-22 20:28:42.145676 INFO::Fitting model to feature number 449, GGB9464
2025-09-22 20:28:42.18429 INFO::Fitting model to feature number 450, GGB9469
2025-09-22 20:28:42.225658 INFO::Fitting model to feature number 451, GGB9474
2025-09-22 20:28:42.273381 INFO::Fitting model to feature number 452, GGB9476
2025-09-22 20:28:42.322781 INFO::Fitting model to feature number 453, GGB9480
2025-09-22 20:28:42.371038 INFO::Fitting model to feature number 454, GGB9491
2025-09-22 20:28:42.412058 INFO::Fitting model to feature number 455, GGB9499
2025-09-22 20:28:42.452632 INFO::Fitting model to feature number 456, GGB9501
2025-09-22 20:28:42.49082 INFO::Fitting model to feature number 457, GGB9502
2025-09-22 20:28:42.530368 INFO::Fitting model to feature number 458, GGB9509
2025-09-22 20:28:42.570057 INFO::Fitting model to feature number 459, GGB9512
2025-09-22 20:28:42.611178 INFO::Fitting model to feature number 460, GGB9522
2025-09-22 20:28:42.656753 INFO::Fitting model to feature number 461, GGB9523
2025-09-22 20:28:42.705781 INFO::Fitting model to feature number 462, GGB9524
2025-09-22 20:28:42.757197 INFO::Fitting model to feature number 463, GGB9525
2025-09-22 20:28:42.794455 INFO::Fitting model to feature number 464, GGB9529
2025-09-22 20:28:42.839847 INFO::Fitting model to feature number 465, GGB9531
2025-09-22 20:28:42.877445 INFO::Fitting model to feature number 466, GGB9532
2025-09-22 20:28:42.918906 INFO::Fitting model to feature number 467, GGB9534
2025-09-22 20:28:42.959825 INFO::Fitting model to feature number 468, GGB9537
2025-09-22 20:28:43.01286 INFO::Fitting model to feature number 469, GGB9543
2025-09-22 20:28:43.056966 INFO::Fitting model to feature number 470, GGB9545
2025-09-22 20:28:43.111972 INFO::Fitting model to feature number 471, GGB9547
2025-09-22 20:28:43.153334 INFO::Fitting model to feature number 472, GGB9551
2025-09-22 20:28:43.196408 INFO::Fitting model to feature number 473, GGB9559
2025-09-22 20:28:43.236864 INFO::Fitting model to feature number 474, GGB9561
2025-09-22 20:28:43.277532 INFO::Fitting model to feature number 475, GGB9563
2025-09-22 20:28:43.319586 INFO::Fitting model to feature number 476, GGB9574
2025-09-22 20:28:43.357979 INFO::Fitting model to feature number 477, GGB9580
2025-09-22 20:28:43.415445 INFO::Fitting model to feature number 478, GGB9583
2025-09-22 20:28:43.473853 INFO::Fitting model to feature number 479, GGB9602
2025-09-22 20:28:43.515409 INFO::Fitting model to feature number 480, GGB9608
2025-09-22 20:28:43.555691 INFO::Fitting model to feature number 481, GGB9611
2025-09-22 20:28:43.593354 INFO::Fitting model to feature number 482, GGB9613
2025-09-22 20:28:43.634853 INFO::Fitting model to feature number 483, GGB9614
2025-09-22 20:28:43.673265 INFO::Fitting model to feature number 484, GGB9616
2025-09-22 20:28:43.715182 INFO::Fitting model to feature number 485, GGB9618
2025-09-22 20:28:43.76679 INFO::Fitting model to feature number 486, GGB9619
2025-09-22 20:28:43.825329 INFO::Fitting model to feature number 487, GGB9620
2025-09-22 20:28:43.864379 INFO::Fitting model to feature number 488, GGB9621
2025-09-22 20:28:43.906853 INFO::Fitting model to feature number 489, GGB9623
2025-09-22 20:28:43.947146 INFO::Fitting model to feature number 490, GGB9627
2025-09-22 20:28:43.987389 INFO::Fitting model to feature number 491, GGB9630
2025-09-22 20:28:44.024507 INFO::Fitting model to feature number 492, GGB9634
2025-09-22 20:28:44.062556 INFO::Fitting model to feature number 493, GGB9635
2025-09-22 20:28:44.101653 INFO::Fitting model to feature number 494, GGB9636
2025-09-22 20:28:44.167315 INFO::Fitting model to feature number 495, GGB9637
2025-09-22 20:28:44.214049 INFO::Fitting model to feature number 496, GGB9640
2025-09-22 20:28:44.254972 INFO::Fitting model to feature number 497, GGB9641
2025-09-22 20:28:44.294623 INFO::Fitting model to feature number 498, GGB9642
2025-09-22 20:28:44.334533 INFO::Fitting model to feature number 499, GGB9646
2025-09-22 20:28:44.374075 INFO::Fitting model to feature number 500, GGB9667
2025-09-22 20:28:44.41551 INFO::Fitting model to feature number 501, GGB9677
2025-09-22 20:28:44.457236 INFO::Fitting model to feature number 502, GGB9690
2025-09-22 20:28:44.510154 INFO::Fitting model to feature number 503, GGB9691
2025-09-22 20:28:44.548152 INFO::Fitting model to feature number 504, GGB9694
2025-09-22 20:28:44.605321 INFO::Fitting model to feature number 505, GGB9695
2025-09-22 20:28:44.643919 INFO::Fitting model to feature number 506, GGB9696
2025-09-22 20:28:44.684219 INFO::Fitting model to feature number 507, GGB9697
2025-09-22 20:28:44.723566 INFO::Fitting model to feature number 508, GGB9699
2025-09-22 20:28:44.760919 INFO::Fitting model to feature number 509, GGB9707
2025-09-22 20:28:44.80198 INFO::Fitting model to feature number 510, GGB9708
2025-09-22 20:28:44.855938 INFO::Fitting model to feature number 511, GGB9710
2025-09-22 20:28:44.90943 INFO::Fitting model to feature number 512, GGB9712
2025-09-22 20:28:44.954806 INFO::Fitting model to feature number 513, GGB9715
2025-09-22 20:28:44.996178 INFO::Fitting model to feature number 514, GGB9719
2025-09-22 20:28:45.037522 INFO::Fitting model to feature number 515, GGB9724
2025-09-22 20:28:45.076796 INFO::Fitting model to feature number 516, GGB9730
2025-09-22 20:28:45.120706 INFO::Fitting model to feature number 517, GGB9734
2025-09-22 20:28:45.162359 INFO::Fitting model to feature number 518, GGB9737
2025-09-22 20:28:45.215674 INFO::Fitting model to feature number 519, GGB9739
2025-09-22 20:28:45.256616 INFO::Fitting model to feature number 520, GGB9743
2025-09-22 20:28:45.300624 INFO::Fitting model to feature number 521, GGB9747
2025-09-22 20:28:45.354972 INFO::Fitting model to feature number 522, GGB9758
2025-09-22 20:28:45.392975 INFO::Fitting model to feature number 523, GGB9759
2025-09-22 20:28:45.437084 INFO::Fitting model to feature number 524, GGB9760
2025-09-22 20:28:45.476174 INFO::Fitting model to feature number 525, GGB9762
2025-09-22 20:28:45.515303 INFO::Fitting model to feature number 526, GGB9764
2025-09-22 20:28:45.569751 INFO::Fitting model to feature number 527, GGB9765
2025-09-22 20:28:45.614156 INFO::Fitting model to feature number 528, GGB9766
2025-09-22 20:28:45.65563 INFO::Fitting model to feature number 529, GGB9767
2025-09-22 20:28:45.692789 INFO::Fitting model to feature number 530, GGB9770
2025-09-22 20:28:45.744669 INFO::Fitting model to feature number 531, GGB9773
2025-09-22 20:28:45.797122 INFO::Fitting model to feature number 532, GGB9774
2025-09-22 20:28:45.839662 INFO::Fitting model to feature number 533, GGB9775
2025-09-22 20:28:45.882791 INFO::Fitting model to feature number 534, GGB9778
2025-09-22 20:28:45.939401 INFO::Fitting model to feature number 535, GGB9780
2025-09-22 20:28:45.982407 INFO::Fitting model to feature number 536, GGB9781
2025-09-22 20:28:46.02347 INFO::Fitting model to feature number 537, GGB9782
2025-09-22 20:28:46.068202 INFO::Fitting model to feature number 538, GGB9784
2025-09-22 20:28:46.125458 INFO::Fitting model to feature number 539, GGB9785
2025-09-22 20:28:46.169402 INFO::Fitting model to feature number 540, GGB9786
2025-09-22 20:28:46.211393 INFO::Fitting model to feature number 541, GGB9787
2025-09-22 20:28:46.254278 INFO::Fitting model to feature number 542, GGB9788
2025-09-22 20:28:46.309241 INFO::Fitting model to feature number 543, GGB9790
2025-09-22 20:28:46.353397 INFO::Fitting model to feature number 544, GGB9813
2025-09-22 20:28:46.393516 INFO::Fitting model to feature number 545, GGB9818
2025-09-22 20:28:46.435614 INFO::Fitting model to feature number 546, GGB9819
2025-09-22 20:28:46.476816 INFO::Fitting model to feature number 547, GGB9832
2025-09-22 20:28:46.53306 INFO::Fitting model to feature number 548, Gemella
2025-09-22 20:28:46.574733 INFO::Fitting model to feature number 549, Gemmiger
2025-09-22 20:28:46.613652 INFO::Fitting model to feature number 550, Gordonibacter
2025-09-22 20:28:46.670747 INFO::Fitting model to feature number 551, Granulicatella
2025-09-22 20:28:46.712525 INFO::Fitting model to feature number 552, Granulimonas
2025-09-22 20:28:46.75695 INFO::Fitting model to feature number 553, Guopingia
2025-09-22 20:28:46.799413 INFO::Fitting model to feature number 554, Haemophilus
2025-09-22 20:28:46.838621 INFO::Fitting model to feature number 555, Hafnia
2025-09-22 20:28:46.890072 INFO::Fitting model to feature number 556, Holdemanella
2025-09-22 20:28:46.939429 INFO::Fitting model to feature number 557, Holdemania
2025-09-22 20:28:46.98163 INFO::Fitting model to feature number 558, Hungatella
2025-09-22 20:28:47.035887 INFO::Fitting model to feature number 559, Hydrogeniiclostridium
2025-09-22 20:28:47.077105 INFO::Fitting model to feature number 560, Hydrogenoanaerobacterium
2025-09-22 20:28:47.120185 INFO::Fitting model to feature number 561, Intestinibacillus
2025-09-22 20:28:47.164251 INFO::Fitting model to feature number 562, Intestinibacter
2025-09-22 20:28:47.206433 INFO::Fitting model to feature number 563, Intestinimonas
2025-09-22 20:28:47.257493 INFO::Fitting model to feature number 564, Jingyaoa
2025-09-22 20:28:47.303301 INFO::Fitting model to feature number 565, Jutongia
2025-09-22 20:28:47.345024 INFO::Fitting model to feature number 566, Kineothrix
2025-09-22 20:28:47.39689 INFO::Fitting model to feature number 567, Klebsiella
2025-09-22 20:28:47.440927 INFO::Fitting model to feature number 568, Lachnoclostridium
2025-09-22 20:28:47.477901 INFO::Fitting model to feature number 569, Lachnospira
2025-09-22 20:28:47.522049 INFO::Fitting model to feature number 570, Lachnospiraceae_unclassified
2025-09-22 20:28:47.561369 INFO::Fitting model to feature number 571, Lachnotalea
2025-09-22 20:28:47.604688 INFO::Fitting model to feature number 572, Lacrimispora
2025-09-22 20:28:47.648719 INFO::Fitting model to feature number 573, Lacticaseibacillus
2025-09-22 20:28:47.706124 INFO::Fitting model to feature number 574, Lactiplantibacillus
2025-09-22 20:28:47.757693 INFO::Fitting model to feature number 575, Lactobacillus
2025-09-22 20:28:47.805253 INFO::Fitting model to feature number 576, Lactococcus
2025-09-22 20:28:47.84812 INFO::Fitting model to feature number 577, Lactonifactor
2025-09-22 20:28:47.889359 INFO::Fitting model to feature number 578, Lancefieldella
2025-09-22 20:28:47.927667 INFO::Fitting model to feature number 579, Latilactobacillus
2025-09-22 20:28:47.96913 INFO::Fitting model to feature number 580, Lawsonibacter
2025-09-22 20:28:48.009577 INFO::Fitting model to feature number 581, Lentihominibacter
2025-09-22 20:28:48.052169 INFO::Fitting model to feature number 582, Lentilactobacillus
2025-09-22 20:28:48.100446 INFO::Fitting model to feature number 583, Leuconostoc
2025-09-22 20:28:48.16007 INFO::Fitting model to feature number 584, Levilactobacillus
2025-09-22 20:28:48.210059 INFO::Fitting model to feature number 585, Levyella
2025-09-22 20:28:48.255541 INFO::Fitting model to feature number 586, Ligaoa
2025-09-22 20:28:48.292038 INFO::Fitting model to feature number 587, Ligilactobacillus
2025-09-22 20:28:48.335517 INFO::Fitting model to feature number 588, Limosilactobacillus
2025-09-22 20:28:48.376241 INFO::Fitting model to feature number 589, Liquorilactobacillus
2025-09-22 20:28:48.413206 INFO::Fitting model to feature number 590, Loigolactobacillus
2025-09-22 20:28:48.46961 INFO::Fitting model to feature number 591, Longicatena
2025-09-22 20:28:48.511096 INFO::Fitting model to feature number 592, Luoshenia
2025-09-22 20:28:48.555435 INFO::Fitting model to feature number 593, Marseilla
2025-09-22 20:28:48.616881 INFO::Fitting model to feature number 594, Marvinbryantia
2025-09-22 20:28:48.659345 INFO::Fitting model to feature number 595, Massilicoli
2025-09-22 20:28:48.700559 INFO::Fitting model to feature number 596, Massiliimalia
2025-09-22 20:28:48.743763 INFO::Fitting model to feature number 597, Massilimicrobiota
2025-09-22 20:28:48.788851 INFO::Fitting model to feature number 598, Massilioclostridium
2025-09-22 20:28:48.841474 INFO::Fitting model to feature number 599, Massilistercora
2025-09-22 20:28:48.888958 INFO::Fitting model to feature number 600, Mediterraneibacter
2025-09-22 20:28:48.92925 INFO::Fitting model to feature number 601, Megamonas
2025-09-22 20:28:48.985427 INFO::Fitting model to feature number 602, Megasphaera
2025-09-22 20:28:49.035217 INFO::Fitting model to feature number 603, Merdibacter
2025-09-22 20:28:49.077757 INFO::Fitting model to feature number 604, Merdimonas
2025-09-22 20:28:49.118474 INFO::Fitting model to feature number 605, Mesosutterella
2025-09-22 20:28:49.158593 INFO::Fitting model to feature number 606, Methanobrevibacter
2025-09-22 20:28:49.209818 INFO::Fitting model to feature number 607, Methanosphaera
2025-09-22 20:28:49.257354 INFO::Fitting model to feature number 608, Mitsuokella
2025-09-22 20:28:49.297967 INFO::Fitting model to feature number 609, Mogibacterium
2025-09-22 20:28:49.341153 INFO::Fitting model to feature number 610, Monoglobus
2025-09-22 20:28:49.392798 INFO::Fitting model to feature number 611, Murdochiella
2025-09-22 20:28:49.44356 INFO::Fitting model to feature number 612, Murimonas
2025-09-22 20:28:49.487173 INFO::Fitting model to feature number 613, Negativibacillus
2025-09-22 20:28:49.528668 INFO::Fitting model to feature number 614, Neglectibacter
2025-09-22 20:28:49.581222 INFO::Fitting model to feature number 615, Neobittarella
2025-09-22 20:28:49.626845 INFO::Fitting model to feature number 616, Odoribacter
2025-09-22 20:28:49.669654 INFO::Fitting model to feature number 617, Olegusella
2025-09-22 20:28:49.708793 INFO::Fitting model to feature number 618, Oliverpabstia
2025-09-22 20:28:49.762993 INFO::Fitting model to feature number 619, Olsenella
2025-09-22 20:28:49.80959 INFO::Fitting model to feature number 620, Oribacterium
2025-09-22 20:28:49.853502 INFO::Fitting model to feature number 621, Oscillibacter
2025-09-22 20:28:49.892229 INFO::Fitting model to feature number 622, Oscillospiraceae_unclassified
2025-09-22 20:28:49.942631 INFO::Fitting model to feature number 623, Parabacteroides
2025-09-22 20:28:49.992281 INFO::Fitting model to feature number 624, Paraclostridium
2025-09-22 20:28:50.030164 INFO::Fitting model to feature number 625, Parafannyhessea
2025-09-22 20:28:50.074812 INFO::Fitting model to feature number 626, Paraprevotella
2025-09-22 20:28:50.118059 INFO::Fitting model to feature number 627, Parascardovia
2025-09-22 20:28:50.176146 INFO::Fitting model to feature number 628, Parasutterella
2025-09-22 20:28:50.221169 INFO::Fitting model to feature number 629, Paratractidigestivibacter
2025-09-22 20:28:50.261387 INFO::Fitting model to feature number 630, Parolsenella
2025-09-22 20:28:50.313814 INFO::Fitting model to feature number 631, Parvimonas
2025-09-22 20:28:50.358619 INFO::Fitting model to feature number 632, Pauljensenia
2025-09-22 20:28:50.402188 INFO::Fitting model to feature number 633, Pediococcus
2025-09-22 20:28:50.44447 INFO::Fitting model to feature number 634, Peptidiphaga
2025-09-22 20:28:50.488033 INFO::Fitting model to feature number 635, Peptoniphilus
2025-09-22 20:28:50.543142 INFO::Fitting model to feature number 636, Peptostreptococcus
2025-09-22 20:28:50.582102 INFO::Fitting model to feature number 637, Phascolarctobacterium
2025-09-22 20:28:50.621553 INFO::Fitting model to feature number 638, Phocaeicola
2025-09-22 20:28:50.657479 INFO::Fitting model to feature number 639, Phocea
2025-09-22 20:28:50.905362 INFO::Fitting model to feature number 640, Porphyromonas
2025-09-22 20:28:50.948459 INFO::Fitting model to feature number 641, Prevotella
2025-09-22 20:28:50.990733 INFO::Fitting model to feature number 642, Prevotellamassilia
2025-09-22 20:28:51.02955 INFO::Fitting model to feature number 643, Propionibacterium
2025-09-22 20:28:51.069845 INFO::Fitting model to feature number 644, Proteus
2025-09-22 20:28:51.108044 INFO::Fitting model to feature number 645, Provencibacterium
2025-09-22 20:28:51.170991 INFO::Fitting model to feature number 646, Pseudoflavonifractor
2025-09-22 20:28:51.211991 INFO::Fitting model to feature number 647, Pseudoramibacter
2025-09-22 20:28:51.259299 INFO::Fitting model to feature number 648, Pseudoruminococcus
2025-09-22 20:28:51.297852 INFO::Fitting model to feature number 649, Pyramidobacter
2025-09-22 20:28:51.33582 INFO::Fitting model to feature number 650, Raoultella
2025-09-22 20:28:51.375348 INFO::Fitting model to feature number 651, Raoultibacter
2025-09-22 20:28:51.414751 INFO::Fitting model to feature number 652, Romboutsia
2025-09-22 20:28:51.453613 INFO::Fitting model to feature number 653, Roseburia
2025-09-22 20:28:51.492087 INFO::Fitting model to feature number 654, Rothia
2025-09-22 20:28:51.53127 INFO::Fitting model to feature number 655, Rubneribacter
2025-09-22 20:28:51.590528 INFO::Fitting model to feature number 656, Ruminococcus
2025-09-22 20:28:51.635365 INFO::Fitting model to feature number 657, Ruthenibacterium
